match_id,season,date,team1,team2,venue,winner,toss_winner,toss_decision,home_team,home_wins,toss_win_game_win,toss_winner_home
1443080,2024,2025-01-05,Adelaide Strikers,Hobart Hurricanes,"Bellerive Oval, Hobart",Hobart Hurricanes,Adelaide Strikers,bat,Hobart Hurricanes,Win,No,away
1443081,2024,2025-01-06,Sydney Thunder,Brisbane Heat,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane Heat,Brisbane Heat,field,Brisbane Heat,Win,Yes,home
1443082,2024,2025-01-07,Perth Scorchers,Melbourne Renegades,Perth Stadium,Melbourne Renegades,Melbourne Renegades,field,Perth Scorchers,Lose,Yes,away
1443084,2024,2025-01-09,Melbourne Stars,Sydney Sixers,Melbourne Cricket Ground,Melbourne Stars,Sydney Sixers,field,Melbourne Stars,Win,No,away
1443085,2024,2025-01-10,Sydney Thunder,Hobart Hurricanes,"Bellerive Oval, Hobart",Hobart Hurricanes,Hobart Hurricanes,field,Hobart Hurricanes,Win,Yes,home
1443086,2024,2025-01-11,Sydney Sixers,Perth Scorchers,"Sydney Cricket Ground, Sydney",Sydney Sixers,Perth Scorchers,field,Sydney Sixers,Win,No,away
1443087,2024,2025-01-11,Adelaide Strikers,Brisbane Heat,Adelaide Oval,Adelaide Strikers,Brisbane Heat,field,Adelaide Strikers,Win,No,away
1443088,2024,2025-01-12,Melbourne Stars,Melbourne Renegades,"Docklands Stadium, Melbourne",Melbourne Stars,Melbourne Renegades,field,Melbourne Renegades,Lose,No,home
1443089,2024,2025-01-13,Sydney Thunder,Perth Scorchers,Sydney Showground Stadium,Sydney Thunder,Perth Scorchers,field,Sydney Thunder,Win,No,away
1443090,2024,2025-01-14,Melbourne Renegades,Hobart Hurricanes,"Bellerive Oval, Hobart",Hobart Hurricanes,Hobart Hurricanes,field,Hobart Hurricanes,Win,Yes,home
1443091,2024,2025-01-15,Adelaide Strikers,Sydney Sixers,Adelaide Oval,Sydney Sixers,Sydney Sixers,field,Adelaide Strikers,Lose,Yes,away
1443092,2024,2025-01-16,Brisbane Heat,Hobart Hurricanes,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Hobart Hurricanes,Hobart Hurricanes,field,Brisbane Heat,Lose,Yes,away
1443094,2024,2025-01-18,Brisbane Heat,Melbourne Renegades,"Docklands Stadium, Melbourne",Melbourne Renegades,Melbourne Renegades,field,Melbourne Renegades,Win,Yes,home
1443095,2024,2025-01-18,Adelaide Strikers,Perth Scorchers,Perth Stadium,Perth Scorchers,Perth Scorchers,field,Perth Scorchers,Win,Yes,home
1443096,2024,2025-01-19,Melbourne Stars,Hobart Hurricanes,Melbourne Cricket Ground,Melbourne Stars,Hobart Hurricanes,field,Melbourne Stars,Win,No,away
1443097,2024,2025-01-21,Hobart Hurricanes,Sydney Sixers,"Bellerive Oval, Hobart",Hobart Hurricanes,Sydney Sixers,field,Hobart Hurricanes,Win,No,away
1443098,2024,2025-01-22,Sydney Thunder,Melbourne Stars,Sydney Showground Stadium,Sydney Thunder,Melbourne Stars,field,Sydney Thunder,Win,No,away
1443099,2024,2025-01-24,Sydney Sixers,Sydney Thunder,"Sydney Cricket Ground, Sydney",Sydney Thunder,Sydney Thunder,field,Sydney Sixers,Lose,Yes,away
1443100,2024,2025-01-27,Sydney Thunder,Hobart Hurricanes,"Bellerive Oval, Hobart",Hobart Hurricanes,Hobart Hurricanes,field,Hobart Hurricanes,Win,Yes,home
