match_id,date,team1,team2,winner,result,winner_by_runs,winner_by_wickets,venue,toss_winner,toss_decision,home_team
1443066,2024-12-23,Perth Scorchers,Melbourne Renegades,Melbourne Renegades,,,2,"Docklands Stadium, Melbourne",Melbourne Renegades,field,Melbourne Renegades
1443067,2024-12-26,Melbourne Stars,Sydney Sixers,Sydney Sixers,,,8,"Sydney Cricket Ground, Sydney",Sydney Sixers,field,Sydney Sixers
1443068,2024-12-26,Perth Scorchers,Brisbane Heat,Perth Scorchers,,33,,Perth Stadium,Brisbane Heat,field,Perth Scorchers
1443069,2024-12-27,Hobart Hurricanes,Adelaide Strikers,Hobart Hurricanes,,11,,Adelaide Oval,Adelaide Strikers,field,Adelaide Strikers
1443070,2024-12-28,Sydney Thunder,Melbourne Stars,Sydney Thunder,,18,,"Manuka Oval, Canberra",Melbourne Stars,field,Sydney Thunder
1443071,2024-12-29,Brisbane Heat,Sydney Sixers,Sydney Sixers,,,8,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Sydney Sixers,field,Brisbane Heat
1443072,2024-12-30,Sydney Thunder,Melbourne Renegades,Sydney Thunder,,8,,Sydney Showground Stadium,Melbourne Renegades,field,Sydney Thunder
1443073,2024-12-31,Adelaide Strikers,Perth Scorchers,Perth Scorchers,,,7,Adelaide Oval,Perth Scorchers,field,Adelaide Strikers
1443075,2025-01-01,Brisbane Heat,Melbourne Stars,Melbourne Stars,,,5,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Melbourne Stars,field,Brisbane Heat
1443074,2025-01-01,Hobart Hurricanes,Sydney Sixers,Hobart Hurricanes,,50,,"Bellerive Oval, Hobart",Sydney Sixers,field,Hobart Hurricanes
1443076,2025-01-02,Melbourne Renegades,Adelaide Strikers,Adelaide Strikers,,,5,"Docklands Stadium, Melbourne",Adelaide Strikers,field,Melbourne Renegades
1443078,2025-01-03,Perth Scorchers,Sydney Thunder,Sydney Thunder,,,4,Perth Stadium,Sydney Thunder,field,Perth Scorchers
1443079,2025-01-04,Melbourne Renegades,Melbourne Stars,Melbourne Stars,,,5,Melbourne Cricket Ground,Melbourne Stars,field,Melbourne Stars
1443080,2025-01-05,Adelaide Strikers,Hobart Hurricanes,Hobart Hurricanes,,,5,"Bellerive Oval, Hobart",Adelaide Strikers,bat,Hobart Hurricanes
1443081,2025-01-06,Sydney Thunder,Brisbane Heat,Brisbane Heat,,,5,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane Heat,field,Brisbane Heat
1443082,2025-01-07,Perth Scorchers,Melbourne Renegades,Melbourne Renegades,,,4,Perth Stadium,Melbourne Renegades,field,Perth Scorchers
1443084,2025-01-09,Melbourne Stars,Sydney Sixers,Melbourne Stars,,16,,Melbourne Cricket Ground,Sydney Sixers,field,Melbourne Stars
1443085,2025-01-10,Sydney Thunder,Hobart Hurricanes,Hobart Hurricanes,,,6,"Bellerive Oval, Hobart",Hobart Hurricanes,field,Hobart Hurricanes
1443086,2025-01-11,Sydney Sixers,Perth Scorchers,Sydney Sixers,,14,,"Sydney Cricket Ground, Sydney",Perth Scorchers,field,Sydney Sixers
1443087,2025-01-11,Adelaide Strikers,Brisbane Heat,Adelaide Strikers,,56,,Adelaide Oval,Brisbane Heat,field,Adelaide Strikers
1443088,2025-01-12,Melbourne Stars,Melbourne Renegades,Melbourne Stars,,42,,"Docklands Stadium, Melbourne",Melbourne Renegades,field,Melbourne Renegades
1443089,2025-01-13,Sydney Thunder,Perth Scorchers,Sydney Thunder,,61,,Sydney Showground Stadium,Perth Scorchers,field,Sydney Thunder
1443090,2025-01-14,Melbourne Renegades,Hobart Hurricanes,Hobart Hurricanes,,,4,"Bellerive Oval, Hobart",Hobart Hurricanes,field,Hobart Hurricanes
1443091,2025-01-15,Adelaide Strikers,Sydney Sixers,Sydney Sixers,,,3,Adelaide Oval,Sydney Sixers,field,Adelaide Strikers
1443092,2025-01-16,Brisbane Heat,Hobart Hurricanes,Hobart Hurricanes,,,5,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Hobart Hurricanes,field,Brisbane Heat
1443093,2025-01-17,Sydney Thunder,Sydney Sixers,,no result,,,"Sydney Cricket Ground, Sydney",Sydney Sixers,field,Sydney Sixers
1443094,2025-01-18,Brisbane Heat,Melbourne Renegades,Melbourne Renegades,,,3,"Docklands Stadium, Melbourne",Melbourne Renegades,field,Melbourne Renegades
1443095,2025-01-18,Adelaide Strikers,Perth Scorchers,Perth Scorchers,,,5,Perth Stadium,Perth Scorchers,field,Perth Scorchers
1443096,2025-01-19,Melbourne Stars,Hobart Hurricanes,Melbourne Stars,,40,,Melbourne Cricket Ground,Hobart Hurricanes,field,Melbourne Stars
1443097,2025-01-21,Hobart Hurricanes,Sydney Sixers,Hobart Hurricanes,,12,,"Bellerive Oval, Hobart",Sydney Sixers,field,Hobart Hurricanes
1443098,2025-01-22,Sydney Thunder,Melbourne Stars,Sydney Thunder,,21,,Sydney Showground Stadium,Melbourne Stars,field,Sydney Thunder
1443099,2025-01-24,Sydney Sixers,Sydney Thunder,Sydney Thunder,,,4,"Sydney Cricket Ground, Sydney",Sydney Thunder,field,Sydney Sixers
1443100,2025-01-27,Sydney Thunder,Hobart Hurricanes,Hobart Hurricanes,,,7,"Bellerive Oval, Hobart",Hobart Hurricanes,field,Hobart Hurricanes
